id,sample,q_result,new_q_result,final_q_result
81806,4.551917388626356,4,4.0,4.0
34461,4.180787142719964,3,,3.0
29386,0.5120622065246928,1,,1.0
10653,0.2867299743843704,1,,1.0
14458,5.10015337096912,4,,4.0
9062,0.5945746509384171,1,,1.0
91487,5.223128794588306,4,,4.0
12484,5.079113102264611,4,,4.0
8152,5.222433831068658,4,,4.0
23927,0.26439979716700623,1,,1.0
94298,2.0648427386071604,2,,2.0
79135,3.4380058857609055,3,,3.0
93227,0.08738918296033059,1,,1.0
78258,1.959293203394477,2,,2.0
6933,1.5426073852138666,2,,2.0
85219,3.3491718953724368,3,,3.0
20131,0.5530474236365929,1,,1.0
79356,1.3000961705837852,2,,2.0
35596,2.1991344460863034,2,,2.0
5391,3.0011390859982443,3,,3.0
41595,5.337579412616237,4,,4.0
78515,2.4152699346594697,2,2.0,2.0
78456,2.254053170093467,2,2.0,2.0
78937,1.9640623121764287,2,,2.0
85755,2.922045627588441,3,,3.0
85371,2.2783020009396213,2,2.0,2.0
86753,2.796690479543941,3,3.0,3.0
85777,2.04919381680574,2,,2.0
94481,3.690151071666874,3,,3.0
77434,2.3899722452716814,2,2.0,2.0
91622,1.8721380627553375,2,,2.0
93314,2.3198854577730574,2,2.0,2.0
30490,0.6891530313838061,1,,1.0
19470,2.5823678015370453,3,3.0,3.0
80787,1.5406258670499937,2,,2.0
30158,2.299406647710577,2,2.0,2.0
53075,10.316218761096625,5,,5.0
44728,1.457839624227599,2,,2.0
13792,0.9243783818661173,1,1.0,1.0
15174,0.22440564293485518,1,,1.0
94400,5.081437524920851,4,,4.0
91416,3.373996756343803,3,,3.0
45089,2.41379707740412,2,2.0,2.0
52634,5.853821615898031,4,4.0,4.0
12776,2.3986962273472385,2,2.0,2.0
15468,0.5273253813875616,1,,1.0
94662,3.070916937672538,3,,3.0
89887,3.100878484510085,3,,3.0
90288,2.5317059084143083,3,3.0,3.0
53924,5.640439204732386,4,4.0,4.0
21498,2.528523246255191,3,3.0,3.0
80995,5.0512474794652675,4,,4.0
1760,1.4452706203778674,2,,2.0
46,2.405749552543169,2,2.0,2.0
78916,6.704140194840321,5,5.0,5.0
87811,1.5231495877668386,2,,2.0
87847,1.2158645593269757,2,2.0,2.0
31736,1.099779275941343,2,2.0,2.0
79713,2.7186155542999977,3,3.0,3.0
43148,0.27740719791162705,1,,1.0
84766,5.0022956578407864,4,,4.0
86495,1.8563790862808824,2,,2.0
79738,0.532738103401662,1,,1.0
19054,0.10990924750790891,1,,1.0
4494,1.1508958028738754,2,2.0,2.0
15640,0.12920433877398532,1,,1.0
5731,1.3026872553453337,2,,2.0
11466,5.30051950894588,4,,4.0
25056,0.6741364142744604,1,,1.0
85725,2.6236395540353534,3,3.0,3.0
25164,2.9602867881446824,3,,3.0
29462,3.2513012366331986,3,,3.0
28221,1.6713420950543436,2,,2.0
92266,0.9651859648591232,1,1.0,1.0
36969,2.8129208095006186,3,,3.0
41282,1.088153347611299,2,2.0,2.0
84039,11.128127122703166,5,,5.0
83135,0.1665541255412099,1,,1.0
30163,0.5598378638901463,1,,1.0
86411,0.7591160006868137,1,1.0,1.0
84000,3.22214901555076,3,,3.0
83922,0.7943152856356414,1,1.0,1.0
16979,1.3483888417653105,2,,2.0
83379,0.736904313724962,1,1.0,1.0
91888,1.1020101870358017,2,2.0,2.0
17298,1.1733122079806833,2,2.0,2.0
50144,2.4311361761427164,2,2.0,2.0
29497,4.8372502745297785,4,,4.0
15511,3.871816712937733,3,,3.0
31025,2.0120899117815925,2,,2.0
16421,3.360100047785632,3,,3.0
38569,4.012814085660253,3,,3.0
89562,1.6791108513468525,2,,2.0
17009,3.0502971597963393,3,,3.0
79542,2.43087402397526,2,2.0,2.0
84236,0.7170599989039155,1,1.0,1.0
630,2.5274406078017315,3,3.0,3.0
39785,1.6766070352639488,2,,2.0
77867,4.886654859937892,4,,4.0
43397,0.3314302687853721,1,,1.0
44470,0.7369241186835603,1,1.0,1.0
93073,2.5087073921276497,3,3.0,3.0
93212,4.0278364494961565,3,,3.0
91999,0.9142134808630837,1,1.0,1.0
54890,3.3533608542936557,3,,3.0
35300,1.2222743940064589,2,2.0,2.0
53120,2.0198357133235443,2,,2.0
88797,3.8425076559520197,3,,3.0
78266,2.2109122396574428,2,2.0,2.0
16902,3.7259901019237014,3,,3.0
21759,0.01750863575101648,1,,1.0
80384,1.9553892424563057,2,,2.0
94932,0.1087636042733518,1,,1.0
80105,6.677544772779865,5,5.0,5.0
91545,0.4359829506271346,1,,1.0
83336,2.4305099938855164,2,2.0,2.0
46058,3.5007439300966388,3,,3.0
4775,0.115931892086885,1,,1.0
796,3.8856995646620036,3,,3.0
678,2.4683791517515044,2,2.0,2.0
45750,1.9390398527956865,2,,2.0
92617,8.666309867459095,5,,5.0
55240,1.3275971255862737,2,,2.0
7669,0.4620364521011517,1,,1.0
35297,3.803192031384155,3,,3.0
24185,0.14984300699072856,1,,1.0
14474,1.0322358427666098,2,2.0,2.0
13941,0.04427165258156183,1,,1.0
89137,1.4249693149793958,2,,2.0
80682,3.5717412672749145,3,,3.0
52995,2.7498538703144426,3,3.0,3.0
20683,0.3330283804784443,1,,1.0
84422,2.375307442591391,2,2.0,2.0
5189,1.4578095019736235,2,,2.0
94168,4.335927991396152,3,3.0,3.0
40033,3.9420518332171737,3,,3.0
45050,7.104103329402238,5,,5.0
94144,1.2941076307336064,2,2.0,2.0
90217,6.631926543596315,5,5.0,5.0
34348,2.8324146840600823,3,,3.0
55097,0.8979943615175783,1,1.0,1.0
78614,4.682063080401035,4,4.0,4.0
40984,1.1530732030799435,2,2.0,2.0
86895,0.8131917862941069,1,1.0,1.0
2341,8.187285279760694,5,,5.0
13441,4.553832598651357,4,4.0,4.0
45369,4.347863755892845,3,3.0,3.0
45793,5.532625561551117,4,4.0,4.0
78484,0.760162229094953,1,1.0,1.0
91108,0.5283436179525366,1,,1.0
51570,2.78847059528043,3,3.0,3.0
32966,1.262087669656841,2,2.0,2.0
9616,5.515424955383637,4,4.0,4.0
56034,0.6479147831229726,1,,1.0
93689,1.5459175498442095,2,,2.0
55206,1.6342892644672076,2,,2.0
86169,2.8580769234672583,3,,3.0
88465,0.657882265402059,1,,1.0
89622,7.050238704993996,5,,5.0
22747,1.7906758578448168,2,,2.0
9517,4.274536263279845,3,3.0,3.0
28807,2.0158631977607078,2,,2.0
35568,0.2381287158380584,1,,1.0
789,6.4868513710492115,4,4.0,4.0
10278,0.4381724746553172,1,,1.0
88959,5.119306003242652,4,,4.0
86612,0.5217773986911639,1,,1.0
79368,1.9884079154291,2,,2.0
1286,3.0726551881258635,3,,3.0
24651,1.03772053978352,2,2.0,2.0
84277,4.483334936975469,3,3.0,3.0
42923,1.28336045243377,2,2.0,2.0
24022,3.132169862214862,3,,3.0
33185,7.891135786949302,5,,5.0
85985,7.198036394132896,5,,5.0
32789,0.4303695326223084,1,,1.0
79641,0.025570115977481014,1,,1.0
27575,1.4000985857385841,2,,2.0
7691,0.9277019401528154,1,1.0,1.0
40243,1.9552051695304178,2,,2.0
84720,12.7707242466418,5,,5.0
86775,4.259865935920007,3,3.0,3.0
31907,1.6459290719432185,2,,2.0
22644,4.359025481619082,3,3.0,3.0
15348,0.07645623059846306,1,,1.0
91103,0.081128094946918,1,,1.0
7268,2.0393298145937346,2,,2.0
46189,1.0755991843324917,2,2.0,2.0
93916,0.14104775393808716,1,,1.0
92628,0.004573309284599652,1,,1.0
90519,7.171780735007195,5,,5.0
93924,8.379266738350783,5,,5.0
23123,1.3893651793415744,2,,2.0
23408,1.7243570208871137,2,,2.0
8229,1.685315049816391,2,,2.0
79896,1.0640086240213535,2,2.0,2.0
94752,1.9391497848607793,2,,2.0
81180,3.586040237566715,3,,3.0
87807,1.5686921613239848,2,,2.0
47843,6.310832877271147,4,4.0,4.0
86178,2.118055263481819,2,,2.0
87088,3.0948531847129583,3,,3.0
94084,3.1048462965851464,3,,3.0
93255,7.62417738153391,5,,5.0
48167,0.40920102718315754,1,,1.0
77997,2.6857912618812976,3,3.0,3.0
1170,0.33589648372968356,1,,1.0
34836,0.17516483920829357,1,,1.0
49593,1.59732374129515,2,,2.0
48482,0.005684350568417667,1,,1.0
32509,1.708874053913279,2,,2.0
34125,1.4145597011479336,2,,2.0
80510,5.6093354503664274,4,4.0,4.0
92984,1.403264037647177,2,,2.0
21327,2.111442330298076,2,,2.0
77863,11.858740793942074,5,,5.0
82990,1.5355326298010672,2,,2.0
80542,9.310159163533644,5,,5.0
36885,3.7557807229690434,3,,3.0
2881,2.1840057597535587,2,,2.0
4857,0.8347163182805661,1,1.0,1.0
27299,0.07558922662036222,1,,1.0
94717,0.23021313773108437,1,,1.0
83545,0.9387125335619967,1,1.0,1.0
89349,2.249443205168842,2,2.0,2.0
87390,3.254761417186538,3,,3.0
79503,2.2734592056916667,2,2.0,2.0
94236,4.856789399963752,4,,4.0
86892,0.832299236332419,1,1.0,1.0
92103,1.9475215415141824,2,,2.0
56431,0.4750775859158069,1,,1.0
45773,0.26809254094424706,1,,1.0
22956,1.5535569865066374,2,,2.0
83636,1.9814915606275882,2,,2.0
92567,0.696246925077049,1,,1.0
88645,1.6612017519511377,2,,2.0
20697,0.0250837173597798,1,,1.0
39237,1.2903765857558815,2,2.0,2.0
85303,2.970791727811009,3,,3.0
89782,0.35638071420150813,1,,1.0
92938,3.0164171661681403,3,,3.0
738,1.6282158042160584,2,,2.0
31610,4.069741102563673,3,,3.0
82299,4.348910733377597,3,3.0,3.0
88647,3.032524616273669,3,,3.0
92379,0.10957130454424878,1,,1.0
30601,1.2945667527002989,2,2.0,2.0
83215,4.557493704769461,4,4.0,4.0
45303,11.103128448484151,5,,5.0
6020,3.7199710500653316,3,,3.0
30989,4.259511277090247,3,3.0,3.0
26109,0.09256930286578609,1,,1.0
1596,2.9427054304148808,3,,3.0
52484,4.9339924125428505,4,,4.0
6735,1.9093950901688184,2,,2.0
42141,0.15259653392437192,1,,1.0
81310,2.9981530076808958,3,,3.0
91928,3.063501751617329,3,,3.0
80312,5.23928201288288,4,,4.0
48942,10.76057457631912,5,,5.0
86097,2.608899973504748,3,3.0,3.0
79675,2.1570291205852214,2,,2.0
90582,1.1014491564131301,2,2.0,2.0
92399,1.2747839435151738,2,2.0,2.0
80738,0.48479304354860503,1,,1.0
4778,0.485499807524692,1,,1.0
28154,4.513926777147252,4,4.0,4.0
217,1.7052444150232662,2,,2.0
28002,0.14173554729217794,1,,1.0
1098,11.861811715454113,5,,5.0
52909,0.8661477751682232,1,1.0,1.0
15619,5.255613782884663,4,,4.0
90015,3.1443513661027804,3,,3.0
86969,2.062226632007932,2,,2.0
86949,2.7445065849485344,3,3.0,3.0
22788,2.916333135852108,3,,3.0
20094,10.391959145871185,5,,5.0
18674,0.6869483081065617,1,,1.0
91136,0.10237899512911311,1,,1.0
84866,3.370605183405752,3,,3.0
79905,1.1802160760530187,2,2.0,2.0
34253,1.0204817078778068,2,2.0,2.0
78788,0.405035904767146,1,,1.0
81527,3.4874689570850927,3,,3.0
88373,1.0111045283009892,2,2.0,2.0
23815,1.1926809261895277,2,2.0,2.0
51278,2.8887140787636083,3,,3.0
84305,3.491277771448805,3,,3.0
52698,6.011484370919219,4,4.0,4.0
30025,1.93513973667548,2,,2.0
82407,2.3041279274780186,2,2.0,2.0
46267,4.652894702617436,4,4.0,4.0
31716,12.8575164784941,5,,5.0
84483,1.6449106985018325,2,,2.0
93685,0.7614890655433973,1,1.0,1.0
21374,2.205742335665794,2,2.0,2.0
8854,3.8831997655330346,3,,3.0
10452,2.4613659428283183,2,2.0,2.0
78961,6.016046060467477,4,4.0,4.0
87355,0.7978139003504064,1,1.0,1.0
81234,0.05659355094221876,1,,1.0
30386,2.6645979394315513,3,3.0,3.0
82533,0.6871529229515556,1,,1.0
8621,1.5114761504241148,2,,2.0
42025,0.2710953093296768,1,,1.0
79837,0.33445472477819893,1,,1.0
92347,5.185667039446278,4,,4.0
92807,1.6682427703408733,2,,2.0
30790,3.508348416761681,3,,3.0
22479,0.7458878554832251,1,1.0,1.0
92837,4.593408248404973,4,4.0,4.0
48505,2.96513719424187,3,,3.0
20176,0.7061545892068727,1,1.0,1.0
50233,0.08321497313752607,1,,1.0
92881,3.285690091007276,3,,3.0
49527,3.828122352420191,3,,3.0
30383,9.273651728782848,5,,5.0
86304,2.251744722557415,2,2.0,2.0
50222,7.324908577079691,5,,5.0
83905,1.6382887172625038,2,,2.0
47463,0.5008955421385068,1,,1.0
26745,0.11571971470570735,1,,1.0
807,0.48657041898978326,1,,1.0
5767,0.7803385343390863,1,1.0,1.0
52039,1.7680139951074565,2,,2.0
47558,0.2502158911731198,1,,1.0
6288,1.6028791045713546,2,,2.0
15771,1.220903618190203,2,2.0,2.0
87912,4.125974937584345,3,,3.0
83182,0.7769762759766392,1,1.0,1.0
32863,0.7918969595150626,1,1.0,1.0
78014,2.452228520142742,2,2.0,2.0
10698,2.9645961461006056,3,,3.0
84059,1.6804346188813262,2,,2.0
46934,0.17111018583387846,1,,1.0
8121,1.6583855024659637,2,,2.0
14163,5.223406644724845,4,,4.0
40150,0.7359484318956696,1,1.0,1.0
1086,0.6125740022259862,1,,1.0
12385,1.6199806776947134,2,,2.0
48095,23.275088086592962,5,,5.0
50554,1.7667250705001587,2,,2.0
53805,1.607492244798403,2,,2.0
82926,1.402786102908357,2,,2.0
80958,3.9308257936567372,3,,3.0
92358,1.1277949996819032,2,2.0,2.0
93414,2.4181563373128263,2,2.0,2.0
40695,4.705986176749412,4,4.0,4.0
26284,1.8709062550991948,2,,2.0
44154,1.74832873505914,2,,2.0
50299,2.274033366575467,2,2.0,2.0
9526,2.971489569859778,3,,3.0
27899,3.101972950321518,3,,3.0
44875,0.880087411592393,1,1.0,1.0
14450,1.2933071187528487,2,2.0,2.0
90442,1.7008366074454042,2,,2.0
84797,1.0404456732875804,2,2.0,2.0
52066,2.398470237249142,2,2.0,2.0
93392,3.5147001843978276,3,,3.0
4430,2.929187015151057,3,,3.0
38655,1.4817644040401405,2,,2.0
30723,0.6077281595150138,1,,1.0
92663,1.3338168011963578,2,,2.0
79504,0.3722514598778063,1,,1.0
955,5.1029973717981445,4,,4.0
42502,3.707367435149911,3,,3.0
34669,0.03441797527121922,1,,1.0
79754,4.253575649372932,3,3.0,3.0
93666,0.3970247339141017,1,,1.0
90060,0.041598863062871,1,,1.0
20851,11.859682462432207,5,,5.0
50815,3.8109458909030445,3,,3.0
87156,9.943023486303503,5,,5.0
10899,7.1411641840745,5,,5.0
77586,3.9738977947564744,3,,3.0
6242,2.8937032185495695,3,,3.0
12141,2.566126027890552,3,3.0,3.0
87134,7.491068995007764,5,,5.0
39972,3.970207204901465,3,,3.0
80593,2.5753480094176764,3,3.0,3.0
37313,1.1244371669502693,2,2.0,2.0
93968,1.9995746954750095,2,,2.0
15236,0.21854455233806766,1,,1.0
29861,0.7610719351923687,1,1.0,1.0
83943,0.21766008993763866,1,,1.0
42811,2.1598062969880862,2,,2.0
22579,2.3305484044524394,2,2.0,2.0
13283,1.9705812080365166,2,,2.0
14997,3.617958521394783,3,,3.0
84215,12.849090282086847,5,,5.0
24447,1.566760849122746,2,,2.0
91427,0.5886425929419931,1,,1.0
78362,0.6766624991071842,1,,1.0
45213,5.288277825449698,4,,4.0
79092,6.301462122356019,4,4.0,4.0
83230,2.2177317326825685,2,2.0,2.0
16890,12.62844337326413,5,,5.0
25181,0.2001219036408371,1,,1.0
87410,3.9434543368994572,3,,3.0
41590,3.205207955346152,3,,3.0
89366,0.39471693144626685,1,,1.0
84680,0.9868266795924275,1,1.0,1.0
90597,7.2727474099187335,5,,5.0
84105,0.23548366627251618,1,,1.0
17890,1.0303274087145555,2,2.0,2.0
32710,1.4136775311852814,2,,2.0
83712,0.773030944785828,1,1.0,1.0
81369,1.5681779267581162,2,,2.0
42553,3.626550123614318,3,,3.0
10477,1.2662328705598402,2,2.0,2.0
84952,6.958375754523267,5,5.0,5.0
36670,1.315151215962291,2,,2.0
79213,1.8523259173450555,2,,2.0
83356,10.109159111542235,5,,5.0
84332,7.462449210503397,5,,5.0
80564,2.517264517719128,3,3.0,3.0
16495,0.39292910179858176,1,,1.0
81041,1.8941958571803779,2,,2.0
91278,0.9470236536656593,1,1.0,1.0
84552,1.8547508101594616,2,,2.0
7398,2.139040300864701,2,,2.0
38548,1.9999780184673854,2,,2.0
78844,0.8898554786383103,1,1.0,1.0
26530,0.6324962079613952,1,,1.0
18782,2.130297767834169,2,,2.0
31415,1.4060439940506828,2,,2.0
41354,2.8673781620234235,3,,3.0
38464,3.9116517358621303,3,,3.0
45177,0.3000203569885681,1,,1.0
38977,7.597628918389939,5,,5.0
79414,2.648554024395439,3,3.0,3.0
18704,5.615569863071003,4,4.0,4.0
47797,3.348570655518169,3,,3.0
91149,1.6145482991795155,2,,2.0
